query_id,rank,chunk_id,document_id,doc_title,doc_source,page_number,similarity_score,chunk_length,chunk_content,Relevance
16,1,164,1,Life’s Amazing Secrets: How to Find Balance and Purpose in Your Life - PDFDrive.com,H:\projects\Enterprise_document_RAG_assistant\stored_documents\book.pdf,57,0.84893918,125,"?What do you do??
?I?m a scuba-diving instructor,? she announced proudly.
?Incredible. We may need your assistance in this weather,? I said politely.
There had been storms all night and the morning I landed, typical of April on the
British Isles.
?Are you a part of ISKCON?? she asked abruptly, her tone had now slightly
changed. Small talk was over, I sensed. Time to talk business. ISKCON is the
International Society for Krishna Consciousness, founded by His Divine Grace
A.C. Bhaktivedanta Swami Srila Prabhupada, who was affectionately addressed
by his followers as Srila Prabhupada. She was correct; this was the institution of
spiritually minded people I was a part of.
?Yes,? I said hesitatingly, seeing the dissatisfaction on her face. She was quick
to respond.",1
16,2,168,1,Life’s Amazing Secrets: How to Find Balance and Purpose in Your Life - PDFDrive.com,H:\projects\Enterprise_document_RAG_assistant\stored_documents\book.pdf,58,0.805568576,142,"know at that point that ISKCON Chowpatty has a mentorship system to coach
spiritual enthusiasts, which they called the counsellor system. I thought he was
implying that I needed a psychological counsellor because there was something
wrong with me. He told me that unless I had a counsellor, was a regular attendee
of the temple programmes, followed this rule and followed that rule, I could not
take the course I wanted to take. He told me that the requirements were clearly
mentioned on the website, and then putting his earphones back in, returned to his
laptop, not waiting for me to respond. The instructions were not on the website,
as far as I knew, and I had never heard of the ridiculous rules he was mentioning.
I just wanted to study the Bhagavad Gita. He was so rude and unpleasant in his",0
16,3,165,1,Life’s Amazing Secrets: How to Find Balance and Purpose in Your Life - PDFDrive.com,H:\projects\Enterprise_document_RAG_assistant\stored_documents\book.pdf,57,0.795092285,148,"spiritually minded people I was a part of.
?Yes,? I said hesitatingly, seeing the dissatisfaction on her face. She was quick
to respond.
?Well, ISKCON Chowpatty is the worst ISKCON temple I have ever been to!?
she said, not knowing that it was the temple I had been a part of for over half my
life.
?Why do you say so? Did you have a bad experience?? I asked her. We both
edged forward in the line.
?Yes, a terrible experience. Growing up, I?ve always been curious to find my
spiritual path and wanted to study the Bhagavad Gita. I found a course online on
the ISKCON Chowpatty website where I could study the Gita in depth, verse by
verse. So I visited the admissions office in the temple, excited to sign up.?
Then Manasi?s head lowered. I think she didn?t want the others in the queue to",0
17,1,180,1,Life’s Amazing Secrets: How to Find Balance and Purpose in Your Life - PDFDrive.com,H:\projects\Enterprise_document_RAG_assistant\stored_documents\book.pdf,61,0.835153759,135,"is
 a big deal. Gaur Gopal, I want to share
with you what I have learnt about relationships. When we treat inanimate
objects, like buckets or our possessions, with disrespect or insensitivity, we will
end up treating people the same. At one point in my life, I seemed to be losing a
lot of my friends and I heard this advice from one of my guides. Insensitivity
becomes part of our general attitude, and our instinct does not discriminate
between things and people. Hence, when we treat our things badly, we might
notice that insensitivity gradually creeping into our relationships with the people
around us.?
Then he patted me on my back, smiling, and walked away singing an Indian
bhajan. I folded my hands in reverence and turned off the tap to reflect on what",1
17,2,181,1,Life’s Amazing Secrets: How to Find Balance and Purpose in Your Life - PDFDrive.com,H:\projects\Enterprise_document_RAG_assistant\stored_documents\book.pdf,61,0.822678208,139,"bhajan. I folded my hands in reverence and turned off the tap to reflect on what
had happened. This whole universe is connected, as are the parts of our life.
When we treat things with disrespect, we may start doing the same with the
people we love. All aspects of our life are integrated.
In modern culture, it is common to use things once and throw them away. For
example, plastic cups. In 2016, the Ellen MacArthur Foundation reported at the
World Economic Forum that we will have more plastic in the sea than fish by
2050 if we continue producing the substance at this rate. If we can have this
mentality with our things, we may end up introducing disposability in our
relationships as well.
The memory of my mother, who is a voracious reader, reading the classic",1
17,3,187,1,Life’s Amazing Secrets: How to Find Balance and Purpose in Your Life - PDFDrive.com,H:\projects\Enterprise_document_RAG_assistant\stored_documents\book.pdf,63,0.808869123,80,"do something. For example, Manasi?s negative experience at the
ashram that I reside in affected her outlook on the whole community.
How do we practise being sensitive? We must treat even inanimate
objects with consideration and respect. If we do not, then the
mentality of insensitivity may become a part of our general attitude.
One?s instinct or general attitude does not discriminate between
things and people. Treating things badly can affect our attitude
negatively, which may percolate into our relationships.",1
18,1,173,1,Life’s Amazing Secrets: How to Find Balance and Purpose in Your Life - PDFDrive.com,H:\projects\Enterprise_document_RAG_assistant\stored_documents\book.pdf,59,0.865514755,123,"relationship with them. Being attentive in our relationships is crucial to our
success. How we behave towards others determines the quality of our life. ?It?s
just my personality? is not an acceptable excuse to be insensitive towards others.
My golden rule to know whether or not you are being adequately sensitive to
another person is: treat someone better than you would like to be treated. Ask
yourself the question, ?Does my tone of voice, body language and behaviour
reflect sensitivity??
As soon as I finished Harry asked, ?So did you see her again? Was she able to
forgive the person who spoke harshly to her??
?Fortunately, she did return and started attending my Gita sessions in the
evening?I would say she forgave him!?",1
18,2,158,1,Life’s Amazing Secrets: How to Find Balance and Purpose in Your Life - PDFDrive.com,H:\projects\Enterprise_document_RAG_assistant\stored_documents\book.pdf,55,0.844142556,24,"have respect for the other person, which is reflected in how sensitively we treat
them.?
I had another anecdote to share:
Harsh Words Fly",0
18,3,186,1,Life’s Amazing Secrets: How to Find Balance and Purpose in Your Life - PDFDrive.com,H:\projects\Enterprise_document_RAG_assistant\stored_documents\book.pdf,62,0.834094942,51,"it is easier to assess how we should behave with others,? I replied. ?Let?s talk
about how we can see the positive in our relationships.?
Summary:
We must be sensitive with our words and actions. Being sensitive
means to think about how the other person may feel before we say or",1
19,1,187,1,Life’s Amazing Secrets: How to Find Balance and Purpose in Your Life - PDFDrive.com,H:\projects\Enterprise_document_RAG_assistant\stored_documents\book.pdf,63,0.855278969,80,"do something. For example, Manasi?s negative experience at the
ashram that I reside in affected her outlook on the whole community.
How do we practise being sensitive? We must treat even inanimate
objects with consideration and respect. If we do not, then the
mentality of insensitivity may become a part of our general attitude.
One?s instinct or general attitude does not discriminate between
things and people. Treating things badly can affect our attitude
negatively, which may percolate into our relationships.",1
19,2,186,1,Life’s Amazing Secrets: How to Find Balance and Purpose in Your Life - PDFDrive.com,H:\projects\Enterprise_document_RAG_assistant\stored_documents\book.pdf,62,0.849981427,51,"it is easier to assess how we should behave with others,? I replied. ?Let?s talk
about how we can see the positive in our relationships.?
Summary:
We must be sensitive with our words and actions. Being sensitive
means to think about how the other person may feel before we say or",1
19,3,158,1,Life’s Amazing Secrets: How to Find Balance and Purpose in Your Life - PDFDrive.com,H:\projects\Enterprise_document_RAG_assistant\stored_documents\book.pdf,55,0.843592525,24,"have respect for the other person, which is reflected in how sensitively we treat
them.?
I had another anecdote to share:
Harsh Words Fly",0
20,1,194,1,Life’s Amazing Secrets: How to Find Balance and Purpose in Your Life - PDFDrive.com,H:\projects\Enterprise_document_RAG_assistant\stored_documents\book.pdf,66,0.871208787,147,"Isn?t it a fact that what we see in others depends on the window we are
looking through? Washing our own windows can change our vision.
But Type-1 people don?t even agree that their windows are dirty, what to
speak of cleaning them. They not only continue to perceive the clean laundry as
dirty but also keep bad-mouthing it.
Type-2: A Person Who Sees Both, the Good and the Bad, But Chooses
to Neglect the Good
The second type of person sees the good and bad in people, but make a
conscious decision to neglect the good and focus on the bad. Like some people
have selective hearing, people of this type have a selective mindset.
Many of my videos have gone viral over the last few years, but they do not
come close to matching the popularity of dog videos. We tend to be infatuated by",1
20,2,199,1,Life’s Amazing Secrets: How to Find Balance and Purpose in Your Life - PDFDrive.com,H:\projects\Enterprise_document_RAG_assistant\stored_documents\book.pdf,67,0.819648385,149,"?Yes. All that?s normal for him. But this is the second time he?s forgotten the
keys to the house. It?s pathetic, I had to get up and open the door!? The man
stood outside the apartment with his mouth wide open in disbelief at what he had
just heard.
Isn?t this the story of our lives? Our friends and family are doing so many
good things, but we neglect them and focus solely on the negatives. Wonderful
things are occurring all around us, and within the people we love, but this type of
person can only think about how the other forgot the key!
Type-3: A Person Who Sees the Good and the Bad and Is Neutral to
Both
The next type is a person who sees good and bad in others; s/he doesn?t focus on
the bad, but is unconcerned about the good as well. Such people are",0
20,3,188,1,Life’s Amazing Secrets: How to Find Balance and Purpose in Your Life - PDFDrive.com,H:\projects\Enterprise_document_RAG_assistant\stored_documents\book.pdf,64,0.816154718,133,"NINE
A Virtuous Vision
There are many ways to perceive others. We should start choosing the one which magnifies the
positive and avoids the negative.
?Anyone can find the dirt in someone. Be the one that finds the gold.?
?Proverbs 11:27
With car horns blaring around us and crows squawking above us, we were still
stuck, but were also edging closer to our destination. We still did not know what
was causing the traffic jam. Harry asked if he could switch off the air
conditioning, saying, ?The AC gives me a sore throat sometimes. Is it ok if I
open the window a little? I hope you don?t mind.?
?Of course not,? I replied as we both rolled down the windows a few
centimetres.
?Please continue with what you were saying,? Harry said.",0
21,1,194,1,Life’s Amazing Secrets: How to Find Balance and Purpose in Your Life - PDFDrive.com,H:\projects\Enterprise_document_RAG_assistant\stored_documents\book.pdf,66,0.864186764,147,"Isn?t it a fact that what we see in others depends on the window we are
looking through? Washing our own windows can change our vision.
But Type-1 people don?t even agree that their windows are dirty, what to
speak of cleaning them. They not only continue to perceive the clean laundry as
dirty but also keep bad-mouthing it.
Type-2: A Person Who Sees Both, the Good and the Bad, But Chooses
to Neglect the Good
The second type of person sees the good and bad in people, but make a
conscious decision to neglect the good and focus on the bad. Like some people
have selective hearing, people of this type have a selective mindset.
Many of my videos have gone viral over the last few years, but they do not
come close to matching the popularity of dog videos. We tend to be infatuated by",1
21,2,199,1,Life’s Amazing Secrets: How to Find Balance and Purpose in Your Life - PDFDrive.com,H:\projects\Enterprise_document_RAG_assistant\stored_documents\book.pdf,67,0.843512177,149,"?Yes. All that?s normal for him. But this is the second time he?s forgotten the
keys to the house. It?s pathetic, I had to get up and open the door!? The man
stood outside the apartment with his mouth wide open in disbelief at what he had
just heard.
Isn?t this the story of our lives? Our friends and family are doing so many
good things, but we neglect them and focus solely on the negatives. Wonderful
things are occurring all around us, and within the people we love, but this type of
person can only think about how the other forgot the key!
Type-3: A Person Who Sees the Good and the Bad and Is Neutral to
Both
The next type is a person who sees good and bad in others; s/he doesn?t focus on
the bad, but is unconcerned about the good as well. Such people are",1
21,3,205,1,Life’s Amazing Secrets: How to Find Balance and Purpose in Your Life - PDFDrive.com,H:\projects\Enterprise_document_RAG_assistant\stored_documents\book.pdf,69,0.828766525,144,"stage of seeing both the good and the bad, and consciously make the decision to
focus on the good and neglect the bad.
?I have never heard an explanation like that before!? Harry exclaimed.
?It?s not my analysis, I heard it from Srila Prabhupada?s followers,? I replied.
?Can you clarify one thing? How do you totally neglect the bad??
?Neglecting the bad does not mean that we do not deal with it practically. It
just means that we do not allow our mind to focus on and hover over the bad.?
?Exactly!? Harry seemed to agree with the point vehemently, though I don?t
think he fully understood it.
?With my wife, I tend not to neglect the bad, but deal with it . . .? He paused. ?I
try to deal with it sensitively in my opinion, but it always creates an awkward air",0
22,1,201,1,Life’s Amazing Secrets: How to Find Balance and Purpose in Your Life - PDFDrive.com,H:\projects\Enterprise_document_RAG_assistant\stored_documents\book.pdf,68,0.839716315,140,"to make the conscious effort to stay away from the natural human tendency to
see the bad. It can take a lot of work to continuously see the good.
A recent article about the late industrialist Aditya Birla featured in the
?Speaking Tree? section of the 
Times of India
 succinctly highlights the
characteristics of this type of person.
Aditya Birla was the CEO of the multibillion-dollar company Hindalco
Industries. The article is about one of his senior executives who lost the
company millions of dollars by mistake. Any other leader would have fired?if
not sued?the employee, but not Aditya Birla. Before he had a meeting with
him, Birla took out a notepad and wrote a title at the top: 
Points in favour of this
employee
. He then made a list of all the strengths this man had, including the",1
22,2,202,1,Life’s Amazing Secrets: How to Find Balance and Purpose in Your Life - PDFDrive.com,H:\projects\Enterprise_document_RAG_assistant\stored_documents\book.pdf,68,0.838433266,134,"Points in favour of this
employee
. He then made a list of all the strengths this man had, including the
time he had made the company millions of dollars. Aditya Birla had consciously
chosen to shift his attention to all the good that this executive had done for the
company before making any judgement or dealing with the mistake.
As news spread throughout the company that Birla did not sack this employee,
a philosophy and culture of sensitive dealings evolved within the organization.
Another senior executive in the company wrote, ?Whenever I am tempted to
reprimand someone, I convince myself to sit down and write a list of all the good
qualities they have. This may not necessarily change my decision, but it helps
me put things into perspective and control my anger.?",1
22,3,250,1,Life’s Amazing Secrets: How to Find Balance and Purpose in Your Life - PDFDrive.com,H:\projects\Enterprise_document_RAG_assistant\stored_documents\book.pdf,82,0.812960029,139,"community members. The reason I had to go to Ukraine was to help inspire the
bhakti society there, but my passport was stuck at the Ukrainian embassy in New
Delhi. My friend?s lashing out at me had left me feeling humiliated and I had
returned to my room, distraught.
What happened in my room thereafter is relevant here?I was able to move
from anger to forgiveness because I remembered to separate the episode from
the person. Of course, I must mention that this principle is not applicable in all
situations?especially those of social justice, which I will discuss later?but in
our personal interactions, for the most part, it works wonders.
When I fail at something?whether it?s an exam or a relationship?I may
think that I am a failure. But just because I failed one time or even more than",0
23,1,205,1,Life’s Amazing Secrets: How to Find Balance and Purpose in Your Life - PDFDrive.com,H:\projects\Enterprise_document_RAG_assistant\stored_documents\book.pdf,69,0.853541195,144,"stage of seeing both the good and the bad, and consciously make the decision to
focus on the good and neglect the bad.
?I have never heard an explanation like that before!? Harry exclaimed.
?It?s not my analysis, I heard it from Srila Prabhupada?s followers,? I replied.
?Can you clarify one thing? How do you totally neglect the bad??
?Neglecting the bad does not mean that we do not deal with it practically. It
just means that we do not allow our mind to focus on and hover over the bad.?
?Exactly!? Harry seemed to agree with the point vehemently, though I don?t
think he fully understood it.
?With my wife, I tend not to neglect the bad, but deal with it . . .? He paused. ?I
try to deal with it sensitively in my opinion, but it always creates an awkward air",0
23,2,199,1,Life’s Amazing Secrets: How to Find Balance and Purpose in Your Life - PDFDrive.com,H:\projects\Enterprise_document_RAG_assistant\stored_documents\book.pdf,67,0.829405665,149,"?Yes. All that?s normal for him. But this is the second time he?s forgotten the
keys to the house. It?s pathetic, I had to get up and open the door!? The man
stood outside the apartment with his mouth wide open in disbelief at what he had
just heard.
Isn?t this the story of our lives? Our friends and family are doing so many
good things, but we neglect them and focus solely on the negatives. Wonderful
things are occurring all around us, and within the people we love, but this type of
person can only think about how the other forgot the key!
Type-3: A Person Who Sees the Good and the Bad and Is Neutral to
Both
The next type is a person who sees good and bad in others; s/he doesn?t focus on
the bad, but is unconcerned about the good as well. Such people are",0
23,3,201,1,Life’s Amazing Secrets: How to Find Balance and Purpose in Your Life - PDFDrive.com,H:\projects\Enterprise_document_RAG_assistant\stored_documents\book.pdf,68,0.827466309,140,"to make the conscious effort to stay away from the natural human tendency to
see the bad. It can take a lot of work to continuously see the good.
A recent article about the late industrialist Aditya Birla featured in the
?Speaking Tree? section of the 
Times of India
 succinctly highlights the
characteristics of this type of person.
Aditya Birla was the CEO of the multibillion-dollar company Hindalco
Industries. The article is about one of his senior executives who lost the
company millions of dollars by mistake. Any other leader would have fired?if
not sued?the employee, but not Aditya Birla. Before he had a meeting with
him, Birla took out a notepad and wrote a title at the top: 
Points in favour of this
employee
. He then made a list of all the strengths this man had, including the",1
24,1,206,1,Life’s Amazing Secrets: How to Find Balance and Purpose in Your Life - PDFDrive.com,H:\projects\Enterprise_document_RAG_assistant\stored_documents\book.pdf,69,0.822962046,145,"try to deal with it sensitively in my opinion, but it always creates an awkward air
around us and leaves her feeling hurt, I think. Then she starts making sarcastic
comments to me. Then I tell her not to, but the vicious cycle starts again. It?s
frustrating!?
Summary:
Seeing the best in people can be challenging at times, especially
when we are in constant proximity to them.
We can perceive people in the following five ways:
See only bad and magnify it.
See good and bad, neglect the good and focus on the bad.
See good and bad, and be neutral to both.
See good and bad, choose to focus on the good and neglect
the bad.
See the good and magnify it.
The ideal state is the fourth stage, in which one?s relationships
flourish.
Reaching the fourth stage takes consistent hard work and practice.",1
24,2,192,1,Life’s Amazing Secrets: How to Find Balance and Purpose in Your Life - PDFDrive.com,H:\projects\Enterprise_document_RAG_assistant\stored_documents\book.pdf,65,0.809951007,146,"opinion. They see a speck of dirt on someone?s face and look at it as if the entire
body of the person were bathed in mud.
I am reminded of a story that I heard some time back. There was a young
couple who lived in a nice home in a beautiful neighbourhood. For some reason,
the wife just did not like the woman who was their next-door neighbour. One
morning, as they were having breakfast, the lady looked out of the window and
saw her neighbour hanging clothes on the clothes line.
?Look at that,? she said to her husband. ?Did you see how dirty their clothes
are even after washing them? I am shocked that a middle-aged housewife like
her doesn?t know how to wash clothes clean. Maybe she should go back to her
mom?s home and take lessons on how to wash correctly.?",0
24,3,188,1,Life’s Amazing Secrets: How to Find Balance and Purpose in Your Life - PDFDrive.com,H:\projects\Enterprise_document_RAG_assistant\stored_documents\book.pdf,64,0.807243705,133,"NINE
A Virtuous Vision
There are many ways to perceive others. We should start choosing the one which magnifies the
positive and avoids the negative.
?Anyone can find the dirt in someone. Be the one that finds the gold.?
?Proverbs 11:27
With car horns blaring around us and crows squawking above us, we were still
stuck, but were also edging closer to our destination. We still did not know what
was causing the traffic jam. Harry asked if he could switch off the air
conditioning, saying, ?The AC gives me a sore throat sometimes. Is it ok if I
open the window a little? I hope you don?t mind.?
?Of course not,? I replied as we both rolled down the windows a few
centimetres.
?Please continue with what you were saying,? Harry said.",0
25,1,205,1,Life’s Amazing Secrets: How to Find Balance and Purpose in Your Life - PDFDrive.com,H:\projects\Enterprise_document_RAG_assistant\stored_documents\book.pdf,69,0.845766783,144,"stage of seeing both the good and the bad, and consciously make the decision to
focus on the good and neglect the bad.
?I have never heard an explanation like that before!? Harry exclaimed.
?It?s not my analysis, I heard it from Srila Prabhupada?s followers,? I replied.
?Can you clarify one thing? How do you totally neglect the bad??
?Neglecting the bad does not mean that we do not deal with it practically. It
just means that we do not allow our mind to focus on and hover over the bad.?
?Exactly!? Harry seemed to agree with the point vehemently, though I don?t
think he fully understood it.
?With my wife, I tend not to neglect the bad, but deal with it . . .? He paused. ?I
try to deal with it sensitively in my opinion, but it always creates an awkward air",0
25,2,223,1,Life’s Amazing Secrets: How to Find Balance and Purpose in Your Life - PDFDrive.com,H:\projects\Enterprise_document_RAG_assistant\stored_documents\book.pdf,74,0.839339674,135,"but we need to learn the art of doing it correctly. Let me explain:
Corrective Feedback: An Art
?Beyond any other need, the greatest longing of every individual is 
to give love
and to be loved
. It is our relationships that allow this mantra to come to fruition.
However, it is surprising that the relationships we cherish and keep so close to
our heart can easily be neglected and abused. For the most parts, this is not done
on purpose, but out of ignorance and an inability to understand how one should
behave. We may have the right intentions but giving advice inappropriately may
do more harm than good. That is why we must learn to do it properly, and it
takes practice and introspection to develop this ability. Any time you feel the",0
25,3,252,1,Life’s Amazing Secrets: How to Find Balance and Purpose in Your Life - PDFDrive.com,H:\projects\Enterprise_document_RAG_assistant\stored_documents\book.pdf,83,0.833453715,139,"person like a failure? Should we not see that lapse as an independent event?
Everyone is going through challenges concealed from the public eye, and we
need the lens of empathy to be able to see that.
This is not to say that we should tolerate abuse or not do the sensible thing and
correct someone when they are wrong, but in order to practise forgiveness, we
have to learn to separate the incident from the person. Disconnecting the person
from the problem starts with the language we use to describe the incident:
Saying ?it is 
my
 problem? causes us to feel guilty, and over time, one may
develop an inferiority complex. We may begin to think that we are not
tough enough to deal with situations and thus we may become morose
over issues.
Saying ?it is 
your",0
26,1,236,1,Life’s Amazing Secrets: How to Find Balance and Purpose in Your Life - PDFDrive.com,H:\projects\Enterprise_document_RAG_assistant\stored_documents\book.pdf,78,0.880585551,106,"praise and trust into a person before doing so.
Think: With regard to the story in Nepal, I could deal with the
emotional hurt because I realized how much the individual correcting
me had done for me in the past.
Corrective feedback is an art. It has four principles. Ask yourself:
Am I the right person to give corrective feedback?
Do I have the right motive to give corrective feedback?
Do I know the right way to give corrective feedback?
Is it the right time?
The smooth implementation of these four principles takes time
because giving corrective feedback insensitively has become an
addictive habit for many.",1
26,2,224,1,Life’s Amazing Secrets: How to Find Balance and Purpose in Your Life - PDFDrive.com,H:\projects\Enterprise_document_RAG_assistant\stored_documents\book.pdf,74,0.854197621,136,"takes practice and introspection to develop this ability. Any time you feel the
need to give corrective feedback to someone, think of these four questions:
Am I the right person to give corrective feedback?
?Is it appropriate for you to correct that person? There is a joke that every
woman thinks that the best child in the world is her child, and every man thinks
that the best wife in the world is the neighbour?s wife. We would all scream at
someone else?s child who is about to injure itself, but we are not talking of those
exceptional situations. In any other situation would you give corrective feedback
to someone else?s child? Would you give feedback to another?s spouse? In most
situations, you would not. Therefore, we have to think, am I the right person to",0
26,3,223,1,Life’s Amazing Secrets: How to Find Balance and Purpose in Your Life - PDFDrive.com,H:\projects\Enterprise_document_RAG_assistant\stored_documents\book.pdf,74,0.853096426,135,"but we need to learn the art of doing it correctly. Let me explain:
Corrective Feedback: An Art
?Beyond any other need, the greatest longing of every individual is 
to give love
and to be loved
. It is our relationships that allow this mantra to come to fruition.
However, it is surprising that the relationships we cherish and keep so close to
our heart can easily be neglected and abused. For the most parts, this is not done
on purpose, but out of ignorance and an inability to understand how one should
behave. We may have the right intentions but giving advice inappropriately may
do more harm than good. That is why we must learn to do it properly, and it
takes practice and introspection to develop this ability. Any time you feel the",0
27,1,226,1,Life’s Amazing Secrets: How to Find Balance and Purpose in Your Life - PDFDrive.com,H:\projects\Enterprise_document_RAG_assistant\stored_documents\book.pdf,75,0.864470482,147,"Do I have the right motive to give corrective feedback?
?It is said that we can control two things in our life, our desires and our motives.
Our desires govern 
what
 we want and our motives tell us 
why
 we want it. In
many cases, we may correct others because we want to settle old accounts. We
may have a grudge against them and we may use the opportunity to correct
them, simply to exact our vengeance. But this should not be our motive. It
should be to help them as a friend. We should be conscientious that our motive is
appropriate; we want to help them come out of the wrong they are doing.
Feedback from a place of love may seem unpalatable, but it tastes the sweetest if
done appropriately and has the right effect.
Do I know the right way to give corrective feedback?",1
27,2,223,1,Life’s Amazing Secrets: How to Find Balance and Purpose in Your Life - PDFDrive.com,H:\projects\Enterprise_document_RAG_assistant\stored_documents\book.pdf,74,0.836243391,135,"but we need to learn the art of doing it correctly. Let me explain:
Corrective Feedback: An Art
?Beyond any other need, the greatest longing of every individual is 
to give love
and to be loved
. It is our relationships that allow this mantra to come to fruition.
However, it is surprising that the relationships we cherish and keep so close to
our heart can easily be neglected and abused. For the most parts, this is not done
on purpose, but out of ignorance and an inability to understand how one should
behave. We may have the right intentions but giving advice inappropriately may
do more harm than good. That is why we must learn to do it properly, and it
takes practice and introspection to develop this ability. Any time you feel the",0
27,3,224,1,Life’s Amazing Secrets: How to Find Balance and Purpose in Your Life - PDFDrive.com,H:\projects\Enterprise_document_RAG_assistant\stored_documents\book.pdf,74,0.82167685,136,"takes practice and introspection to develop this ability. Any time you feel the
need to give corrective feedback to someone, think of these four questions:
Am I the right person to give corrective feedback?
?Is it appropriate for you to correct that person? There is a joke that every
woman thinks that the best child in the world is her child, and every man thinks
that the best wife in the world is the neighbour?s wife. We would all scream at
someone else?s child who is about to injure itself, but we are not talking of those
exceptional situations. In any other situation would you give corrective feedback
to someone else?s child? Would you give feedback to another?s spouse? In most
situations, you would not. Therefore, we have to think, am I the right person to",0
28,1,231,1,Life’s Amazing Secrets: How to Find Balance and Purpose in Your Life - PDFDrive.com,H:\projects\Enterprise_document_RAG_assistant\stored_documents\book.pdf,76,0.856042325,145,"about the bland soup. It was horrible to experience someone giving me harsh
feedback immediately after I had poured my heart and soul out. It may have
been the case that my talk was atrocious, but like a man who misses his flight,
this person had got the timing all wrong. If he had said the same things to me a
few days later, we would have both been in a better state of mind. We should not
simply let our anger loose?we should explain it. When we express what we
feel, we do so at the risk of seeming unpleasant, but when we take the time to
explain our emotions to people, they might be able to empathize with us. The
bottom line: hot heads do not give good feedback?choose a better time.
?Taking the time to ask these four questions before giving somebody",1
28,2,232,1,Life’s Amazing Secrets: How to Find Balance and Purpose in Your Life - PDFDrive.com,H:\projects\Enterprise_document_RAG_assistant\stored_documents\book.pdf,76,0.852534533,56,"bottom line: hot heads do not give good feedback?choose a better time.
?Taking the time to ask these four questions before giving somebody
correctional feedback can change one?s life. To understand them deeply,
contemplation and discussion with someone more experienced than oneself are
required as every situation is different. The principles remain the same in every",1
28,3,225,1,Life’s Amazing Secrets: How to Find Balance and Purpose in Your Life - PDFDrive.com,H:\projects\Enterprise_document_RAG_assistant\stored_documents\book.pdf,74,0.813387156,61,"situations, you would not. Therefore, we have to think, am I the right person to
give this feedback or is someone else better suited? Am I a relative? Am I a
friend? Am I an authority in any way to give correct feedback? If the answer to
any of these questions is yes, then you can proceed to the next one.",0
29,1,252,1,Life’s Amazing Secrets: How to Find Balance and Purpose in Your Life - PDFDrive.com,H:\projects\Enterprise_document_RAG_assistant\stored_documents\book.pdf,83,0.862880945,139,"person like a failure? Should we not see that lapse as an independent event?
Everyone is going through challenges concealed from the public eye, and we
need the lens of empathy to be able to see that.
This is not to say that we should tolerate abuse or not do the sensible thing and
correct someone when they are wrong, but in order to practise forgiveness, we
have to learn to separate the incident from the person. Disconnecting the person
from the problem starts with the language we use to describe the incident:
Saying ?it is my problem? causes us to feel guilty, and over time, one may
develop an inferiority complex. We may begin to think that we are not
tough enough to deal with situations and thus we may become morose
over issues. Saying ?it is your",1
29,2,271,1,Life’s Amazing Secrets: How to Find Balance and Purpose in Your Life - PDFDrive.com,H:\projects\Enterprise_document_RAG_assistant\stored_documents\book.pdf,88,0.836470962,136,"Forgiveness is a deep and often obscure value to understand.
The principles we should know about forgiveness are:
Look beyond the situation: If we are hurt by someone?s
words, try to understand why they spoke them. When people
act harshly towards us, most of the time they are suffering too.
This is empathy.
Separate the episode from the person: Rather than being
affected by the emotion of guilt by saying, ?I am wrong,? or
anger by saying, ?You are wrong,? we should separate the 
I
 or
the 
You
 and deal with the wrong.
Higher purpose: Can we forgive based on a higher principle?
For example, in my story, the husband forgave the wife
because he loved her, and they had a duty to their community
and son. If chosen, this approach takes support and time and",1
29,3,270,1,Life’s Amazing Secrets: How to Find Balance and Purpose in Your Life - PDFDrive.com,H:\projects\Enterprise_document_RAG_assistant\stored_documents\book.pdf,87,0.835354328,53,"forgiveness is far from light. It is complicated and hard to understand, but I
could see that he was trying to accept it. I explained, ?The topic of relationships
has spiritual roots. If we can understand how to relate to people on a spiritual
level, then we can transcend our dividing differences.?",0
30,1,271,1,Life’s Amazing Secrets: How to Find Balance and Purpose in Your Life - PDFDrive.com,H:\projects\Enterprise_document_RAG_assistant\stored_documents\book.pdf,88,0.821205854,136,"Forgiveness is a deep and often obscure value to understand.
The principles we should know about forgiveness are:
Look beyond the situation: If we are hurt by someone?s
words, try to understand why they spoke them. When people
act harshly towards us, most of the time they are suffering too.
This is empathy.
Separate the episode from the person: Rather than being
affected by the emotion of guilt by saying, ?I am wrong,? or
anger by saying, ?You are wrong,? we should separate the 
I
 or
the 
You
 and deal with the wrong.
Higher purpose: Can we forgive based on a higher principle?
For example, in my story, the husband forgave the wife
because he loved her, and they had a duty to their community
and son. If chosen, this approach takes support and time and",0
30,2,272,1,Life’s Amazing Secrets: How to Find Balance and Purpose in Your Life - PDFDrive.com,H:\projects\Enterprise_document_RAG_assistant\stored_documents\book.pdf,88,0.817232251,99,"because he loved her, and they had a duty to their community
and son. If chosen, this approach takes support and time and
is not something that happens overnight.
Justice: On a personal level, we can forgive the person who
may have wronged us, but on a societal level, there should be
strict justice to create an orderly society. No one should be
able to break the law and get away with it in the name of
forgiveness.
Note: To help you reflect on forgiving someone in your own life, please
complete the exercise in 
Appendix 1
 (Forgiveness Worksheet).",1
